2.004000000000000000e+03,6.000000000000000000e+00,2.000000000000000000e+00,1.800000000000000000e+01,3.661382446289062500e+02,3.672317199707031250e+02,1.220775222778320312e+01,1.281525039672851562e+01,1.264649000000000000e+06,2.052000000000000005e-03
2.004000000000000000e+03,6.000000000000000000e+00,2.000000000000000000e+00,1.800000000000000000e+01,3.596987304687500000e+02,3.618857421875000000e+02,1.002075195312500000e+01,1.135725021362304688e+01,1.265674000000000000e+06,2.318000000000000182e-03
2.004000000000000000e+03,6.000000000000000000e+00,3.000000000000000000e+00,1.800000000000000000e+01,3.527732238769531250e+02,3.545957336425781250e+02,1.147875213623046875e+01,1.220775222778320312e+01,1.271616000000000000e+06,2.020999999999999793e-03
2.004000000000000000e+03,6.000000000000000000e+00,3.000000000000000000e+00,1.800000000000000000e+01,3.633437194824218750e+02,3.650447387695312500e+02,1.135725021362304688e+01,1.220775222778320312e+01,1.271679000000000000e+06,2.145000000000000205e-03
2.004000000000000000e+03,6.000000000000000000e+00,3.000000000000000000e+00,1.800000000000000000e+01,3.507077331542968750e+02,3.525302429199218750e+02,1.050675201416015625e+01,1.135725021362304688e+01,1.272489000000000000e+06,1.812999999999999941e-03
2.004000000000000000e+03,6.000000000000000000e+00,4.000000000000000000e+00,1.800000000000000000e+01,3.522872314453125000e+02,3.561752319335937500e+02,1.087125015258789062e+01,1.257225036621093750e+01,1.281250000000000000e+06,1.991000000000000148e-03
2.004000000000000000e+03,6.000000000000000000e+00,5.000000000000000000e+00,1.800000000000000000e+01,3.530162353515625000e+02,3.545957336425781250e+02,1.087125015258789062e+01,1.147875213623046875e+01,1.287583000000000000e+06,1.763999999999999943e-03
2.004000000000000000e+03,6.000000000000000000e+00,5.000000000000000000e+00,1.800000000000000000e+01,3.708767395019531250e+02,3.735497436523437500e+02,9.899250030517578125e+00,1.135725021362304688e+01,1.287648000000000000e+06,1.451999999999999949e-03
2.004000000000000000e+03,6.000000000000000000e+00,5.000000000000000000e+00,1.800000000000000000e+01,3.675962219238281250e+02,3.688112182617187500e+02,1.002075195312500000e+01,1.099275207519531250e+01,1.288189000000000000e+06,1.881999999999999992e-03
2.004000000000000000e+03,6.000000000000000000e+00,7.000000000000000000e+00,1.800000000000000000e+01,3.673532409667968750e+02,3.694187316894531250e+02,1.257225036621093750e+01,1.475925064086914062e+01,1.305985000000000000e+06,1.971000000000000096e-03
2.004000000000000000e+03,6.000000000000000000e+00,7.000000000000000000e+00,1.800000000000000000e+01,3.569042358398437500e+02,3.587267456054687500e+02,1.135725021362304688e+01,1.232925033569335938e+01,1.306848000000000000e+06,2.429999999999999868e-03
2.004000000000000000e+03,6.000000000000000000e+00,7.000000000000000000e+00,1.800000000000000000e+01,3.644372253417968750e+02,3.652877197265625000e+02,1.451625061035156250e+01,1.560975265502929688e+01,1.306859000000000000e+06,1.794999999999999938e-03
2.004000000000000000e+03,6.000000000000000000e+00,8.000000000000000000e+00,1.800000000000000000e+01,3.723347167968750000e+02,3.735497436523437500e+02,1.087125015258789062e+01,1.135725021362304688e+01,1.314778000000000000e+06,1.652999999999999955e-03
2.004000000000000000e+03,6.000000000000000000e+00,9.000000000000000000e+00,1.800000000000000000e+01,3.482777404785156250e+02,3.499787292480468750e+02,1.111425018310546875e+01,1.184325027465820312e+01,1.321985000000000000e+06,1.526999999999999929e-03
2.004000000000000000e+03,6.000000000000000000e+00,9.000000000000000000e+00,1.800000000000000000e+01,3.493712463378906250e+02,3.507077331542968750e+02,1.196475219726562500e+01,1.281525039672851562e+01,1.321998000000000000e+06,1.438999999999999958e-03
2.004000000000000000e+03,6.000000000000000000e+00,9.000000000000000000e+00,1.800000000000000000e+01,3.589697265625000000e+02,3.616427307128906250e+02,1.208625030517578125e+01,1.305825042724609375e+01,1.322482000000000000e+06,1.727000000000000019e-03
2.004000000000000000e+03,6.000000000000000000e+00,9.000000000000000000e+00,1.800000000000000000e+01,3.689327392578125000e+02,3.699047241210937500e+02,1.427325057983398438e+01,1.512375259399414062e+01,1.322512000000000000e+06,1.299999999999999940e-03
2.004000000000000000e+03,6.000000000000000000e+00,1.000000000000000000e+01,1.800000000000000000e+01,3.487637329101562500e+02,3.507077331542968750e+02,1.062825012207031250e+01,1.123575210571289062e+01,1.331278000000000000e+06,1.953000000000000092e-03
2.004000000000000000e+03,6.000000000000000000e+00,1.100000000000000000e+01,1.800000000000000000e+01,3.662597351074218750e+02,3.678392333984375000e+02,1.706774902343750000e+01,1.779674911499023438e+01,1.341149000000000000e+06,1.149000000000000065e-03
2.004000000000000000e+03,6.000000000000000000e+00,1.100000000000000000e+01,1.800000000000000000e+01,3.498572387695312500e+02,3.510722351074218750e+02,1.208625030517578125e+01,1.293675231933593750e+01,1.341881000000000000e+06,1.232000000000000022e-03
2.004000000000000000e+03,6.000000000000000000e+00,1.200000000000000000e+01,1.800000000000000000e+01,3.490067443847656250e+02,3.513152465820312500e+02,1.196475219726562500e+01,1.281525039672851562e+01,1.347656000000000000e+06,2.067999999999999960e-03
2.004000000000000000e+03,6.000000000000000000e+00,1.200000000000000000e+01,1.800000000000000000e+01,3.462122192382812500e+02,3.483992309570312500e+02,1.147875213623046875e+01,1.220775222778320312e+01,1.348141000000000000e+06,2.628999999999999827e-03
2.004000000000000000e+03,6.000000000000000000e+00,1.200000000000000000e+01,1.800000000000000000e+01,3.503432312011718750e+02,3.521657409667968750e+02,1.305825042724609375e+01,1.354425048828125000e+01,1.348627000000000000e+06,1.753999999999999917e-03
2.004000000000000000e+03,6.000000000000000000e+00,1.200000000000000000e+01,1.800000000000000000e+01,3.707552490234375000e+02,3.736712341308593750e+02,1.099275207519531250e+01,1.184325027465820312e+01,1.348739000000000000e+06,2.370999999999999844e-03
1.997000000000000000e+03,6.000000000000000000e+00,2.000000000000000000e+00,1.800000000000000000e+01,3.508292236328125000e+02,3.531377258300781250e+02,1.147875213623046875e+01,1.281525039672851562e+01,1.353811000000000000e+06,2.161999999999999859e-03
1.997000000000000000e+03,6.000000000000000000e+00,2.000000000000000000e+00,1.800000000000000000e+01,3.624932250976562500e+02,3.635867309570312500e+02,1.026375198364257812e+01,1.111425018310546875e+01,1.354653000000000000e+06,1.611000000000000019e-03
2.004000000000000000e+03,6.000000000000000000e+00,1.300000000000000000e+01,1.800000000000000000e+01,3.577547302246093750e+02,3.593342285156250000e+02,9.899250030517578125e+00,1.074975204467773438e+01,1.355517000000000000e+06,1.739000000000000094e-03
2.004000000000000000e+03,6.000000000000000000e+00,1.300000000000000000e+01,1.800000000000000000e+01,3.466982421875000000e+02,3.483992309570312500e+02,1.099275207519531250e+01,1.172175216674804688e+01,1.355942000000000000e+06,1.737000000000000046e-03
