,stormid,year,month,day,hour,llon,ulon,llat,ulat,centlon,centlat,area,mean_olr
9101,11298659.0,2001,7,20,0,349.61423,351.31525,11.964752,12.81525,351.31525,12.81525,8208,0.002550
9102,11298703.0,2001,7,20,0,372.21323,374.15723,14.516251,15.731251,374.15723,15.731251,9936,0.001832
9103,11298955.0,2001,7,20,0,343.78223,345.24023,11.235752,12.32925,345.24023,12.32925,5472,0.001953
9104,11300214.0,2001,7,20,0,344.26822,345.48325,13.908752,14.516251,345.48325,14.516251,5472,0.003460
9105,11300228.0,2001,7,20,0,352.89474,353.98822,14.273251,14.880753,353.98822,14.880753,5328,0.002686
9106,11300876.0,2001,7,21,0,346.33374,347.54874,10.14225,11.11425,347.54874,11.11425,6048,0.002752
9107,11300495.0,2001,7,21,0,346.81973,347.91324,12.08625,12.936752,347.91324,12.936752,6336,0.004606
9108,11300762.0,2001,7,21,0,348.15622,349.61423,12.450752,13.179752,349.61423,13.179752,8064,0.002829
9109,11300997.0,2001,7,21,0,350.82922,351.92273,13.30125,14.3947525,351.92273,14.3947525,5616,0.001042
9110,11299307.0,2001,7,20,0,353.01624,354.10974,14.880753,15.731251,354.10974,15.731251,5472,0.002691
9111,11300217.0,2001,7,21,0,345.60474,346.69824,11.11425,11.721752,346.69824,11.721752,5472,0.003094
9112,11303483.0,2001,7,22,0,354.83875,357.75473,9.41325,10.62825,357.75473,10.62825,20592,0.002609
9113,11301410.0,2001,7,22,0,357.26874,361.64273,9.777752,15.245251,361.64273,15.245251,94752,0.003495
9114,11301568.0,2001,7,21,0,348.52072,350.70773,13.30125,13.665752,350.70773,13.665752,5184,0.000980
9115,11301808.0,2001,7,21,0,369.66174,370.87674,9.291752,10.020752,370.87674,10.020752,6480,0.003064
9116,11300780.0,2001,7,21,0,367.83923,369.17572,8.805752,10.14225,369.17572,10.14225,9216,0.002057
9117,11302302.0,2001,7,21,0,363.58673,364.92322,12.08625,12.693752,364.92322,12.693752,6192,0.002977
9118,11303112.0,2001,7,21,0,361.27823,362.85773,13.5442505,14.273251,362.85773,14.273251,6768,0.002274
