midday_mslp,midday_wind,midday_wind3,eve_mslp_mean,eve_wind_mean,eve_wind3_mean,eve_mslp_1p,eve_wind_99p,eve_wind3_99p,mean_T15_1200,mean_T15_1800,1perc_T15_1800,max_w_1200,max_w_1800,storms_to_keep,max_shear,hor_shear,buoyancy_1800_1p,buoyancy_1200_1p,omega_1200_1p,omega_1800_1p,omega_1200_mean,omega_1800_mean,mass_mean_1200,mass_mean_1800,precip_99th_perc,precip_accum,col_w_mean,col_w_p99,OLRs,OLR_10_perc,OLR_1_perc,area,Tephi_pressure,Tephi_T,Tephi_dewpT,Tephi_height,Tephi_Q,Tephi_RH650,Tephi_p99,Tephi_xwind,Tephi_ywind,CAPE_P_lcl,CAPE_P_lfc,CAPE_P_el,CAPE_CAPE,CAPE_CIN
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
